Arrangement Number,Country Name,Country Code,Arrangement Type,Approval Date,Approval Year,Initial End date,Initial End Year,Duration Of Annual Arrangement From,Duration Of Annual Arrangement To,Program Type,Review Type,Review Sequence,Doc. Num,Facilitycode,Inipgmyr,Fycy,Totalaccess,Precautionary,Purchase,Purchaseschedule,Setaside,Comments,Sort
232,YEMEN                              ,474,EFF  ,10/29/1997,1997,10/28/2000,2000,NULL,NULL,P1,R1,BLANK,EBS/98/56,NO FACILITY,1997,CY,105.9,NULL,Yes,Revised ,NULL,Second purchase rephased from 2/98 to 5/98 as Board review delayed due to delays in implementation of prior actions. Also 8/98 purchase dropped and amounts distrubuted equally among remaining scheduled purchases.,1
232,YEMEN                              ,474,EFF  ,10/29/1997,1997,10/28/2000,2000,NULL,NULL,P1,R2,BLANK,EBS/99/25,NO FACILITY,1997,CY,105.9,NULL,Yes,Revised ,NULL,"1st review: Second purchase rephased from 2/98 to 5/98 as Board review delayed due to delays in implementation of prior actions. Also 8/98 purchase dropped and amounts distrubuted equally among remaining scheduled purchases. 2nd review: purchases rephased again, several 9/98 and 12/98 performance criteria not met. Authorities requested extension of EFF to permit full implementation of structural reform program.",2
232,YEMEN                              ,474,EFF  ,10/29/1997,1997,10/28/2000,2000,NULL,NULL,P1,R3,BLANK,EBS/99/98,NO FACILITY,1997,CY,105.9,NULL,Yes,Revised ,NULL,"1st review: Second purchase rephased from 2/98 to 5/98 as Board review delayed due to delays in implementation of prior actions. Also 8/98 purchase dropped and amounts distrubuted equally among remaining scheduled purchases. 2nd review: purchases rephased again, several 9/98 and 12/98 performance criteria not met. Authorities requested extension of EFF to permit full implementation of structural reform program.",3
232,YEMEN                              ,474,EFF  ,10/29/1997,1997,10/28/2001,2001,NULL,NULL,P1,R4,BLANK,EBS/01/19,NO FACILITY,1997,CY,79.9,NULL,Yes,Revised ,NULL,"1st review: Second purchase rephased from 2/98 to 5/98 as Board review delayed due to delays in implementation of prior actions. Also 8/98 purchase dropped and amounts distrubuted equally among remaining scheduled purchases. 2nd review: purchases rephased again, several 9/98 and 12/98 performance criteria not met. Authorities requested extension of EFF to permit full implementation of structural reform program. Forth review: purchase rephased again; access reduced by SDR 26 million. An extension through October 28, 2001is requested in order to allow for all disbursements to be made.",4
232,YEMEN                              ,474,EFF  ,10/29/1997,1997,10/28/2001,2001,NULL,NULL,P1,R5,BLANK,EBS/01/19,NO FACILITY,1997,CY,79.9,NULL,Yes,Revised ,NULL,"1st review: Second purchase rephased from 2/98 to 5/98 as Board review delayed due to delays in implementation of prior actions. Also 8/98 purchase dropped and amounts distrubuted equally among remaining scheduled purchases. 2nd review: purchases rephased again, several 9/98 and 12/98 performance criteria not met. Authorities requested extension of EFF to permit full implementation of structural reform program. Forth review: purchase rephased again; access reduced by SDR 26 million. An extension through October 28, 2001is requested in order to allow for all disbursements to be made. 5th and 6th reviews combined.",5
232,YEMEN                              ,474,EFF  ,10/29/1997,1997,10/28/2001,2001,NULL,NULL,P1,R6,L,EBS/01/19,NO FACILITY,1997,CY,79.9,NULL,Yes,Revised ,NULL,"1st review: Second purchase rephased from 2/98 to 5/98 as Board review delayed due to delays in implementation of prior actions. Also 8/98 purchase dropped and amounts distrubuted equally among remaining scheduled purchases. 2nd review: purchases rephased again, several 9/98 and 12/98 performance criteria not met. Authorities requested extension of EFF to permit full implementation of structural reform program. Forth review: purchase rephased again; access reduced by SDR 26 million. An extension through October 28, 2001is requested in order to allow for all disbursements to be made. 5th and 6th reviews combined.",6
233,YEMEN                              ,474,ESAF ,10/29/1997,1997,10/28/2000,2000,10/29/1997,10/28/1998,P1,OldBoardApproval,E,EBS/97/172,NO FACILITY,1997,CY,264.75,NULL,Yes,Original,NULL,NULL,-1
233,YEMEN                              ,474,ESAF ,10/29/1997,1997,10/28/2000,2000,10/29/1997,10/28/1998,P1,R1,L,EBS/98/56,NO FACILITY,1997,CY,264.75,NULL,Yes,Revised ,NULL,2nd purchase rephased from 2/98 to 5/98 as Board review delayed due to delays in implementation of prior actions.,1
295,YEMEN                              ,474,ESAF ,10/29/1997,1997,10/28/2000,2000,3/23/1999,3/22/2000,P2,OldBoardApproval,E,EBS/99/25,NO FACILITY,1998,CY,264.75,NULL,Yes,Revised ,NULL,Approval of 2nd annual arrangement delayed as there were delaysin implementation of structural aspects of the program.,-1
295,YEMEN                              ,474,ESAF ,10/29/1997,1997,10/28/2000,2000,3/23/1999,3/22/2000,P2,OC  ,L,EBS/01/19,NO FACILITY,1998,CY,264.75,NULL,Yes,Revised ,NULL,"Approval of 2nd annual arrangement delayed as there were delays in implementation of structural aspects of the program. On November 22, 1999, ESAF was replaced by PRGF.",0
295,YEMEN                              ,474,ESAF ,10/29/1997,1997,10/28/2000,2000,3/23/1999,3/22/2000,P2,R1,BLANK,EBS/99/98,NO FACILITY,1998,CY,264.75,NULL,Yes,Revised ,NULL,Approval of 2nd annual arrangement delayed as there were delays in implementation of structural aspects of the program.,1
382,YEMEN                              ,474,PRGF ,10/29/1997,1997,10/28/2001,2001,2/28/2001,10/28/2001,P3,OldBoardApproval,E,EBS/01/19,NO FACILITY,2001,CY,238.8,NULL,Yes,Revised ,NULL,"On November 22, 1999, ESAF was replaced by PRGF. Approval of 3rd annual arrangement purchase rephased; access reduced by SDR 26 million. An extension through October 28, 2001, is requested in order to allow for all disbursements to be made.",-1
382,YEMEN                              ,474,PRGF ,10/29/1997,1997,10/28/2001,2001,2/28/2001,10/28/2001,P3,R1,BLANK,EBS/01/172,NO FACILITY,2001,CY,238.8,NULL,Yes,Revised ,NULL,"On November 22, 1999, ESAF was replaced by PRGF. Approval of 3rd annual arrangement purchase rephased; access reduced by SDR 26 million. An extension through October 28, 2001, is requested in order to allow for all disbursements to be made. 1st and 2nd reviews under the third annual PRGF are combined.",1
382,YEMEN                              ,474,PRGF ,10/29/1997,1997,10/28/2001,2001,2/28/2001,10/28/2001,P3,R2,L,EBS/01/172,NO FACILITY,2001,CY,238.8,NULL,Yes,Revised ,NULL,"On November 22, 1999, ESAF was replaced by PRGF. Approval of 3rd annual arrangement purchase rephased; access reduced by SDR 26 million. An extension through October 28, 2001, is requested in order to allow for all disbursements to be made. 1st and 2nd reviews under the third annual PRGF are combined.",2
397,YUGOSLAVIA                         ,188,SBA  ,6/11/2001,2001,3/31/2002,2002,NULL,NULL,P1,OldBoardApproval,E,EBS/01/81,NO FACILITY,2001,CY,200,NULL,Yes,Original,NULL,NULL,-1
397,YUGOSLAVIA                         ,188,SBA  ,6/11/2001,2001,3/31/2002,2002,NULL,NULL,P1,R1,BLANK,EBS/01/154,NO FACILITY,2001,CY,200,NULL,Yes,Original,NULL,NULL,1
397,YUGOSLAVIA                         ,188,SBA  ,6/11/2001,2001,3/31/2002,2002,NULL,NULL,P1,R2,BLANK,EBS/01/216,NO FACILITY,2001,CY,200,NULL,Yes,Original,NULL,"The 2nd review was slightly delayed, owing mainly to the need to reach understandings on fiscal policy for 2002.  The 2nd review will allow purchases that were originally scheduled to become available on the basis of the end-September 2001 performance criteria.",2
397,YUGOSLAVIA                         ,188,SBA  ,6/11/2001,2001,5/13/2002,2002,NULL,NULL,P1,R3,L,EBS/02/73,NO FACILITY,2001,CY,200,NULL,Yes,Original,NULL,"The 2nd review was slightly delayed, owing mainly to the need to reach understandings on fiscal policy for 2002.  The 2nd review will allow purchases that were originally scheduled to become available on the basis of the end-September 2001 performance criteria.  The 3rd review, originally scheduled to be completed in March 2002, has been delayed because the discussions for the review have been combined with those on a new extended arrangement.  The request for an extension of the SBA to May 31, 2002 is needed to enable completion of the third review.",3
172,ZAMBIA                             ,754,ESAF ,12/6/1995,1995,12/5/1998,1998,12/6/1995,12/5/1996,P1,OldBoardApproval,E,EBS /95/189,NO FACILITY,1995,CY,701.68,NULL,Yes,Original,NULL,"ESAF was accompanied by a 1 year SAF, and was a successor program to the Rights Accumulation Program of 1992-95.",-1
172,ZAMBIA                             ,754,ESAF ,12/6/1995,1995,12/5/1998,1998,12/6/1995,12/5/1996,P1,R1,L,EBS/97/20,NO FACILITY,1995,CY,701.68,NULL,Yes,Revised ,NULL,"On 12/4/96, Executive Board approved Zambia' request for extension of period of arrangement to 2/28/97.",1
173,ZAMBIA                             ,754,SAF  ,12/6/1995,1995,12/5/1998,1998,12/6/1995,12/5/1996,P1,OldBoardApproval,E,EBS /95/189,NO FACILITY,1995,CY,701.68,NULL,Yes,Original,NULL,"SAF was accompanied by an ESAF, and was a successor program to the Rights Accumulation Program of 1992-95.",-1
173,ZAMBIA                             ,754,SAF  ,12/6/1995,1995,12/5/1996,1996,12/6/1995,12/5/1996,P1,R1,L,EBS/97/20,NO FACILITY,1995,CY,181.75,NULL,Yes,Original,NULL,An SDR 181.75 million purchase under SAF accompanied an ESAF arrangement totalling 701.68 in total access.,1
297,ZAMBIA                             ,754,ESAF ,3/26/1999,1999,3/25/2002,2002,3/26/1999,3/24/2000,P1,OldBoardApproval,E,EBS/99/35,NO FACILITY,1999,CY,254.45,NULL,Yes,Original,NULL,NULL,-1
297,ZAMBIA                             ,754,ESAF ,3/26/1999,1999,3/24/2003,2003,3/26/1999,3/24/2000,P1,R1,L,EBS/00/134,NO FACILITY,1999,CY,254.45,NULL,Yes,Original,NULL,"In view of the delay in completing first review, the Executive Board approved extension of the PRGF program period through 3/003 and re-phasing of purchases. This review coincides with the request of the second annual arrangement under PRGF program.",1
344,ZAMBIA                             ,754,PRGF ,3/26/1999,1999,3/25/2003,2003,7/27/2000,7/26/2001,P2,OldBoardApproval,E,EBS/00/134,NO FACILITY,2000,CY,254.5,NULL,Yes,Revised ,NULL,"In view of delay in completion of first review, the Executive Board approved extension of the PRGF program period through March 2003 and rephasing of the undisbursed amounts.",-1
344,ZAMBIA                             ,754,PRGF ,3/26/1999,1999,3/28/2003,2003,7/27/2000,7/26/2001,P2,R1,L,EBS/01/47,NO FACILITY,2000,CY,254.5,NULL,Yes,Revised ,NULL,"In view of delay in completion of first review, the Executive Board approved extension of the PRGF program period through March 2003 and rephasing of the undisbursed amounts. The current review is the second review under the PRGF program and coincides with the request of the third year arrangement.",1
407,ZAMBIA                             ,754,PRGF ,3/26/1999,1999,3/25/2003,2003,4/17/2001,3/28/2003,P3,OldBoardApproval,E,EBS/01/47,NO FACILITY,2001,CY,254.5,NULL,Yes,Revised ,NULL,"In view of delay in completion of first review, the Executive Board approved extension of the PRGF program period through March 2003 and rephasing of the undisbursed amounts. The number and timing of the disbursement for the period February 2002 onwards will be determined at a later date. The request for the third year arrangement coincides with the second review under the PRGF program.",-1
407,ZAMBIA                             ,754,PRGF ,3/26/1999,1999,3/28/2003,2003,4/17/2001,3/28/2003,P3,R1,BLANK,EBS/01/178,NO FACILITY,2001,CY,254.5,NULL,Yes,Revised ,NULL,"This is the third review (P1R3=P3R1) under the PRGF program approved on 3/25/1999.   In view of delay in completion of first review, the Executive Board approved extension of the PRGF program period through March 2003 and rephasing of the undisbursed amounts. The number and timing of the disbursement for the period February 2002 onwards will be determined at a later date. The request for the third year arrangement coincided with the second review under the PRGF program.",1
407,ZAMBIA                             ,754,PRGF ,3/26/1999,1999,3/28/2003,2003,4/17/2001,3/28/2003,P3,R2,BLANK,EBS/02/81,NO FACILITY,2001,CY,278.9,NULL,Yes,Revised ,NULL,"This is the third review (P1R3=P3R1) under the PRGF program approved on 3/25/1999.   In view of delay in completion of first review, the Executive Board approved extension of the PRGF program period through March 2003 and rephasing of the undisbursed amounts. The number and timing of the disbursement for the period February 2002 onwards will be determined at a later date. The request for the third year arrangement coincided with the second review under the PRGF program.  At the time of the fourth review (P1R4=P3R2=P4) under the PRGF, the IMF agreed to an increase of SDR 24.45 million bringing the total up from SDR 254.45 million to SDR 278.9 million.",2
407,ZAMBIA                             ,754,PRGF ,3/26/1999,1999,3/28/2003,2003,4/17/2001,3/28/2003,P3,R3,L,EBS/02/189,NO FACILITY,2001,CY,278.9,NULL,Yes,Revised ,NULL,"This is the third review (P1R3=P3R1) under the PRGF program approved on 3/25/1999.   In view of delay in completion of first review, the Executive Board approved extension of the PRGF program period through March 2003 and rephasing of the undisbursed amounts. The number and timing of the disbursement for the period February 2002 onwards will be determined at a later date. The request for the third year arrangement coincided with the second review under the PRGF program.  At the time of the fourth review (P1R4=P3R2=P4) under the PRGF, the IMF agreed to an increase of SDR 24.45 million bringing the total up from SDR 254.45 million to SDR 278.9 million.  At the time of the fifth review (P1R5=P3R3=P4R1) under the PRGF, the IMF also approved the disbursement of the last tranche of SDR 117.2 million.",3
122,ZIMBABWE                           ,698,EFF  ,9/11/1992,1992,9/10/1995,1995,9/11/1992,9/10/1993,P1,OldBoardApproval,E,EBS /92/141,NO FACILITY,1992,CY,114.6,NULL,Yes,Original,NULL,"Fiscal data on a fiscal year basis; FY1992 = July 1992 - June 1993.  The EFF has a parallel ESAF. This EFF replaced the EFF approved on 1/24/92 (access: SDR 340.8 mn, actual purch. SDR 71.2 mn).",-1
122,ZIMBABWE                           ,698,EFF  ,9/11/1992,1992,9/10/1995,1995,9/11/1992,9/10/1993,P1,R1,BLANK,EBS /93/ 67,NO FACILITY,1992,CY,114.6,NULL,Yes,Original,NULL,"Fiscal data on a fiscal year basis; FY1992 = July 1992 - June 1993.  The EFF has a parallel ESAF. This EFF replaced the EFF approved on 1/24/92 (access: SDR 340.8 mn, actual purch. SDR 71.2 mn).",1
122,ZIMBABWE                           ,698,EFF  ,9/11/1992,1992,9/10/1995,1995,2/14/1994,2/13/1995,P1,R2,BLANK,EBS /94/  5,NO FACILITY,1992,CY,114.6,NULL,Yes,Original,NULL,Fiscal data on a fiscal year basis; FY1992 = July 1992 - June 1993.  2nd annual program.  Performance criteria changed.  Parallel with ESAF.,2
122,ZIMBABWE                           ,698,EFF  ,9/11/1992,1992,9/10/1995,1995,NULL,NULL,P1,R3,L,EBS /95/10,NO FACILITY,1992,CY,114.6,NULL,Yes,Revised ,NULL,Fiscal data on FY basis; FY1992=July 92- June 93. EFF has a parallel ESAF. 3rd review was delayed from 7/94 to 2/95 b/c of slippages. Resulting in orig. indicative targets for 9/94 not being established as p.c. at time of 3rd review.,3
130,ZIMBABWE                           ,698,ESAF ,9/11/1992,1992,9/10/1995,1995,9/11/1992,9/10/1993,P1,OldBoardApproval,E,EBS /92/141,NO FACILITY,1992,CY,200.6,NULL,Yes,Original,NULL,The ESAF has a parallel EFF.,-1
130,ZIMBABWE                           ,698,ESAF ,9/11/1992,1992,9/10/1993,1993,9/11/1992,9/10/1993,P1,OC  ,L,EBS /94/  5,NO FACILITY,1992,CY,200.6,NULL,Yes,Original,NULL,NULL,0
130,ZIMBABWE                           ,698,ESAF ,9/11/1992,1992,9/10/1993,1993,9/11/1992,9/10/1993,P1,R1,BLANK,EBS /93/67,NO FACILITY,1992,CY,200.6,NULL,Yes,Original,NULL,The ESAF has a parallel EFF.,1
140,ZIMBABWE                           ,698,ESAF ,9/11/1992,1992,9/10/1995,1995,2/14/1994,2/13/1995,P2,OldBoardApproval,E,EBS /94/5,NO FACILITY,1994,CY,200.6,NULL,Yes,Original,NULL,Fiscal data on a fiscal year basis.  FY1994 = July 1994 - June 1995.  Parallel with EFF. Performance criteria changed compared with 1st annual arrangement.,-1
140,ZIMBABWE                           ,698,ESAF ,9/11/1992,1992,9/10/1995,1995,2/14/1994,2/13/1995,P2,R1,L,EBS /95/ 10,NO FACILITY,1994,CY,200.6,NULL,Yes,Revised ,NULL,Fiscal data on a fiscal year basis; FY1994 = July 1994 - June 1993. Program has parallel EFF.  Mid-term review was delayed from 7/94 to 2/95 because of slippages.,1
266,ZIMBABWE                           ,698,SBA  ,6/1/1998,1998,6/30/1999,1999,NULL,NULL,P1,OldBoardApproval,L,EBS/98/83,NO FACILITY,1998,CY,130.65,NULL,Yes,Original,NULL,"Program off-track in 11/98, replaced with SBA approved on 7/16/99.",-1
303,ZIMBABWE                           ,698,SBA  ,8/2/1999,1999,10/1/2000,2000,NULL,NULL,P1,OldBoardApproval,L,EBS/99/131,NO FACILITY,1999,CY,141.36,NULL,Yes,Original,NULL,"Significant deviations emerged soon after the program's inception, and the arrangement expired in October 2000.",-1
